Generation	FeatureName	Importance
0	ARMCX5-GPRASP2_chrX:102601463-102601509	0.001
0	CD99L2_chrX:150828305-150829604	0.004
0	ACOT9_chrX:23734340-23734367	0.006
0	ATRX_chrX:77717130-77717243	0.000
0	CASK_chrX:41555599-41555635	0.001
0	ATP11C_chrX:139731650-139731755	0.001
0	ATG9A_chr2:219213007-219213065	0.001
0	ABCB6_chr2:219213007-219213065	0.006
0	INPP4A_chr2:98548954-98548969	0.004
0	MYO1B_chr2:191400748-191400835	0.007
0	MYO1B_chr2:191402631-191402718	0.013
0	ITGA6_chr2:172501771-172501901	0.002
0	IFT172_chr2:27445744-27445843	0.002
0	MLPH_chr2:237534563-237534647	0.012
0	SEPT10_chr2:109564365-109564534	0.003
0	DGKD_chr2:233468422-233468553	0.003
0	DTYMK_chr2:241680228-241680319	0.005
0	NPAS2_chr2:100937752-100937842	0.001
0	CCDC88A_chr2:55303068-55303152	0.001
0	KANSL3_chr2:96615491-96615544	0.006
0	RTKN_chr2:74439550-74439977	0.003
0	MBNL1_chr3:152446703-152446757	0.001
0	MBNL1_chr3:152455541-152455577	0.003
0	MAGI1_chr3:65448021-65448057	0.011
0	NBEAL2_chr3:46992474-46992555	0.008
0	TPRA1_chr3:127575184-127575265	0.003
0	FLNB_chr3:58141857-58141896	0.009
0	PLOD2_chr3:146077861-146077924	0.007
0	TBC1D23_chr3:100311832-100311877	0.022
0	CRBN_chr3:3152455-3152587	0.007
0	SLC12A8_chr3:125088309-125088370	0.000
0	CTDSPL_chr3:37957110-37957143	0.000
0	ENAH_chr1:225504990-225505053	0.023
0	RUBCN_chr3:197691073-197691148	0.003
0	GOLGB1_chr3:121719645-121719753	0.000
0	CLCN3_chr4:169717791-169717867	0.000
0	USO1_chr4:75795335-75795356	0.028
0	CCDC50_chr3:191375061-191375589	0.007
0	CGN_chr1:151535599-151535683	0.000
0	FAM13A_chr4:88737471-88737555	0.001
0	RAPGEF2_chr4:159351058-159351181	0.000
0	LIMCH1_chr4:41638931-41638967	0.002
0	LIMCH1_chr4:41670717-41670792	0.010
0	ADD1_chr4:2909338-2909431	0.002
0	SEC31A_chr4:82842184-82842481	0.006
0	GALNT7_chr4:173297794-173297977	0.002
0	GALNT7_chr4:173298114-173298297	0.001
0	WDFY3_chr4:84726860-84726911	0.002
0	FAT1_chr4:186590367-186590403	0.002
0	SMYD2_chr1:214305186-214305250	0.002
0	BRD9_chr5:868606-869119	0.001
0	SH3TC2_chr5:149012583-149012734	0.000
0	ANXA6_chr5:151110626-151110644	0.013
0	SLC22A5_chr5:132390775-132390904	0.001
0	BRD8_chr5:138164086-138164133	0.001
0	CAST_chr5:96726793-96726859	0.002
0	ENSG00000272869_chr5:112864620-112864732	0.001
0	RAPGEF6_chr5:131450022-131450046	0.004
0	MRPL2_chr6:43056080-43056196	0.000
0	MRPL2_chr6:43055896-43056007	0.001
0	EPB41_chr1:29097806-29097935	0.002
0	RNF146_chr6:127282286-127282395	0.006
0	CLSTN1_chr1:9737497-9737554	0.001
0	PRR3_chr6:30561327-30561508	0.001
0	KIF13A_chr6:17771113-17771218	0.001
0	CAP2_chr6:17507640-17507650	0.003
0	PPOX_chr1:161168431-161168576	0.000
0	PPOX_chr1:161168992-161169183	0.002
0	ARHGEF11_chr1:156938417-156938513	0.010
0	HERPUD2_chr7:35673200-35673278	0.003
0	HERPUD2_chr7:35670214-35670328	0.005
0	PDGFA_chr7:500430-500499	0.012
0	OSBPL3_chr7:24863199-24863292	0.024
0	CSF1_chr1:109923165-109923711	0.012
0	IFT22_chr7:101318955-101319032	0.001
0	SUN1_chr7:848417-848615	0.001
0	AKAP9_chr7:92042045-92042186	0.001
0	RNF216P1_chr7:4986566-4986631	0.001
0	COG5_chr7:107283570-107283732	0.001
0	COG5_chr7:107281299-107281399	0.000
0	RBPMS_chr8:30561943-30562149	0.003
0	TACC1_chr8:38823989-38824025	0.001
0	LRRC14_chr8:144518748-144518815	0.001
0	INTS9_chr8:28846746-28846809	0.001
0	TNFRSF10A_chr8:23200504-23200600	0.001
0	SCRIB_chr8:143807551-143807614	0.030
0	DNM1_chr9:128247923-128247935	0.004
0	TBC1D13_chr9:128790734-128790775	0.041
0	CARD19_chr9:93111878-93111938	0.003
0	MRPS15_chr1:36460691-36460776	0.003
0	COL5A1_chr9:134814796-134814904	0.000
0	FNBP1_chr9:129915965-129915980	0.012
0	PLAA_chr9:26917096-26917165	0.007
0	TCF7L2_chr10:113159919-113159992	0.001
0	TCF7L2_chr10:113160618-113160691	0.004
0	MYOF_chr10:93392916-93392955	0.038
0	FGFR2_chr10:121518681-121518829	0.014
0	NCOA4_chr10:46009410-46009551	0.001
0	SLK_chr10:104010815-104010908	0.038
0	OPTN_chr10:13108137-13108289	0.001
0	OPTN_chr10:13108961-13109015	0.000
0	KIAA1217_chr10:24542692-24542770	0.003
0	ZDHHC16_chr10:97453798-97453846	0.001
0	ARNT_chr1:150842423-150842468	0.013
0	RAB18_chr10:27531528-27531615	0.003
0	ATP5C1_chr10:7806973-7807010	0.000
0	SLC37A2_chr11:125086203-125086260	0.002
0	PICALM_chr11:85978069-85978093	0.002
0	PICALM_chr11:85976622-85976682	0.001
0	PPFIA1_chr11:70382087-70382158	0.000
0	NAV2_chr11:20051288-20051333	0.002
0	ARHGAP1_chr11:46682050-46682182	0.002
0	CTNND1_chr11:57789036-57789155	0.022
0	CTNND1_chr11:57791493-57791673	0.031
0	YAP1_chr11:102209516-102209564	0.005
0	MARK2_chr11:63890221-63890295	0.003
0	APLP2_chr11:130123611-130123779	0.004
0	SLC37A4_chr11:119028734-119028834	0.001
0	S100A4_chr1:153545469-153545518	0.002
1	CD44_chr11:35196745-35196874	0.005
1	CD44_chr11:35198120-35198246	0.014
1	CD44_chr11:35201670-35201787	0.013
1	CD44_chr11:35204511-35204640	0.013
1	CD44_chr11:35206111-35206243	0.010
1	CD44_chr11:35209964-35210054	0.019
1	ARL14EP_chr11:30330885-30331374	0.002
1	PRRG4_chr11:32840106-32840239	0.000
1	C11orf52_chr11:111925652-111925714	0.002
1	SAC3D1_chr11:65043024-65043164	0.001
1	CLIP1_chr12:122351110-122351143	0.001
1	CLIP1_chr12:122347374-122347479	0.001
1	GNS_chr12:64756666-64756762	0.001
1	ERBB3_chr12:56098499-56098575	0.000
1	HNRNPA1_chr12:54282799-54282874	0.001
1	RALGPS2_chr1:178892229-178892307	0.018
1	YBX3_chr12:10709907-10710114	0.003
1	FBRSL1_chr12:132527952-132527988	0.001
1	KRT7_chr12:52245411-52245632	0.000
1	CAB39L_chr13:49401132-49401270	0.000
1	TMEM120B_chr12:121743628-121743747	0.001
1	NHLRC3_chr13:39042104-39042305	0.000
1	POMT2_chr14:77302834-77302943	0.001
1	POMT2_chr14:77298688-77298771	0.001
1	INF2_chr14:104715283-104715340	0.000
1	VPS39_chr15:42192065-42192098	0.003
1	CYFIP1_chr15:22872824-22872972	0.001
1	MYO9A_chr15:71951776-71951896	0.006
1	MYO9A_chr15:71892964-71893177	0.000
1	PRC1_chr15:90969078-90969120	0.001
1	ZWILCH_chr15:66508840-66508892	0.000
1	DTWD1_chr15:49631000-49631058	0.001
1	TMED3_chr15:79314540-79314655	0.000
1	PDE8A_chr15:85091043-85091181	0.000
1	SPG11_chr15:44598630-44598836	0.002
1	BNIP2_chr15:59668102-59668138	0.002
1	SEC11A_chr15:84714730-84714866	0.000
1	EMC8_chr16:85780378-85780473	0.002
1	ENSG00000283332_chr16:67544955-67545117	0.001
1	TSC2_chr16:2077597-2077726	0.030
1	UBN1_chr16:4877384-4877474	0.000
1	NFATC3_chr16:68121986-68123121	0.000
1	SLC50A1_chr1:155136827-155136951	0.000
1	FAM65A_chr16:67544955-67545117	0.001
1	ARHGAP17_chr16:24939363-24939597	0.000
1	MACF1_chr1:39480919-39481030	0.001
1	PFAS_chr17:8265287-8265468	0.008
1	ARL16_chr17:81683012-81683126	0.001
1	NF1_chr17:31252937-31253000	0.002
1	PCYT2_chr17:81907203-81907257	0.015
1	TRIM37_chr17:59001597-59001714	0.003
1	MPDU1_chr17:7586691-7586777	0.000
1	NRDC_chr1:51819799-51819873	0.000
1	PLOD1_chr1:11957841-11957943	0.000
1	FOXK2_chr17:82595781-82596191	0.001
1	TUFT1_chr1:151562090-151562165	0.001
1	CCDC57_chr17:82179026-82179189	0.000
1	MFSD2A_chr1:39966600-39966691	0.005
1	MFSD2A_chr1:39966810-39966932	0.005
1	MFSD2A_chr1:39967085-39967169	0.006
1	MXRA7_chr17:76683846-76683927	0.001
1	SPAG9_chr17:50975862-50975901	0.009
1	ACSF2_chr17:50461241-50461355	0.006
1	G6PC3_chr17:44074968-44075087	0.003
1	TXNL4A_chr18:79976717-79976787	0.002
1	INO80C_chr18:35480452-35480563	0.000
1	INO80C_chr18:35479299-35479411	0.000
1	TYMS_chr18:669071-669173	0.000
1	EVI5L_chr19:7857091-7857124	0.002
1	LBR_chr1:225410290-225410416	0.001
1	TEAD2_chr19:49357251-49357314	0.003
1	MKNK2_chr19:2046185-2046283	0.001
1	ADGRL1_chr19:14164620-14164705	0.001
1	DNM2_chr19:10796060-10796199	0.003
1	DNM2_chr19:10808568-10808580	0.012
1	BORCS8-MEF2B_chr19:19180685-19180761	0.002
1	MYO9B_chr19:17180926-17181040	0.014
1	EPN1_chr19:55677549-55677734	0.001
1	ENSG00000268362_chr19:24048936-24049014	0.009
1	GPI_chr19:34399206-34399335	0.000
1	LSR_chr19:35262545-35262692	0.002
1	CARM1_chr19:10921374-10921443	0.006
1	TRIP10_chr19:6746028-6746196	0.005
1	POP4_chr19:29608656-29608709	0.002
1	SPINT2_chr19:38283626-38283797	0.000
1	GYS1_chr19:48982719-48982837	0.001
1	RALY_chr20:34077027-34077245	0.004
1	LSM14B_chr20:62130218-62130296	0.010
1	DNMT3B_chr20:32805337-32805407	0.003
1	DNMT3B_chr20:32806208-32806327	0.003
1	CDS2_chr20:5185757-5185826	0.004
1	TCEA2_chr20:64068046-64068134	0.001
1	CDC45_chr22:19507765-19507864	0.004
1	ADARB1_chr21:45118563-45118619	0.000
1	AP1B1_chr22:29329711-29329720	0.003
1	USP18_chr22:18173149-18173281	0.001
1	LAS1L_chrX:65533609-65533735	0.010
1	ZFX_chrX:24151690-24151800	0.001
1	ARMCX5-GPRASP2_chrX:102601463-102601509	0.000
1	CD99L2_chrX:150828305-150829604	0.013
1	ACOT9_chrX:23734340-23734367	0.008
1	ATRX_chrX:77717130-77717243	0.000
1	CASK_chrX:41555599-41555635	0.001
1	ATP11C_chrX:139731650-139731755	0.000
1	ATG9A_chr2:219213007-219213065	0.001
1	ABCB6_chr2:219213007-219213065	0.007
1	INPP4A_chr2:98548954-98548969	0.012
1	MYO1B_chr2:191400748-191400835	0.012
1	MYO1B_chr2:191402631-191402718	0.020
1	ITGA6_chr2:172501771-172501901	0.003
1	IFT172_chr2:27445744-27445843	0.001
1	MLPH_chr2:237534563-237534647	0.002
1	SEPT10_chr2:109564365-109564534	0.003
1	DGKD_chr2:233468422-233468553	0.007
1	DTYMK_chr2:241680228-241680319	0.002
1	NPAS2_chr2:100937752-100937842	0.000
1	CCDC88A_chr2:55303068-55303152	0.001
1	KANSL3_chr2:96615491-96615544	0.001
1	RTKN_chr2:74439550-74439977	0.002
1	MBNL1_chr3:152446703-152446757	0.002
1	MBNL1_chr3:152455541-152455577	0.001
1	MAGI1_chr3:65448021-65448057	0.002
1	NBEAL2_chr3:46992474-46992555	0.002
1	TPRA1_chr3:127575184-127575265	0.002
1	FLNB_chr3:58141857-58141896	0.001
1	PLOD2_chr3:146077861-146077924	0.012
1	TBC1D23_chr3:100311832-100311877	0.026
1	CRBN_chr3:3152455-3152587	0.007
1	SLC12A8_chr3:125088309-125088370	0.000
1	CTDSPL_chr3:37957110-37957143	0.001
1	ENAH_chr1:225504990-225505053	0.014
1	RUBCN_chr3:197691073-197691148	0.003
1	GOLGB1_chr3:121719645-121719753	0.000
1	CLCN3_chr4:169717791-169717867	0.000
1	USO1_chr4:75795335-75795356	0.006
1	CCDC50_chr3:191375061-191375589	0.010
1	CGN_chr1:151535599-151535683	0.000
1	FAM13A_chr4:88737471-88737555	0.000
1	RAPGEF2_chr4:159351058-159351181	0.000
1	LIMCH1_chr4:41638931-41638967	0.002
1	LIMCH1_chr4:41670717-41670792	0.001
1	ADD1_chr4:2909338-2909431	0.003
1	SEC31A_chr4:82842184-82842481	0.008
1	GALNT7_chr4:173297794-173297977	0.001
1	GALNT7_chr4:173298114-173298297	0.000
1	WDFY3_chr4:84726860-84726911	0.002
1	FAT1_chr4:186590367-186590403	0.003
1	SMYD2_chr1:214305186-214305250	0.002
1	BRD9_chr5:868606-869119	0.001
1	SH3TC2_chr5:149012583-149012734	0.000
1	ANXA6_chr5:151110626-151110644	0.021
1	SLC22A5_chr5:132390775-132390904	0.000
1	BRD8_chr5:138164086-138164133	0.001
1	CAST_chr5:96726793-96726859	0.002
1	ENSG00000272869_chr5:112864620-112864732	0.000
1	RAPGEF6_chr5:131450022-131450046	0.007
1	MRPL2_chr6:43056080-43056196	0.000
1	MRPL2_chr6:43055896-43056007	0.000
1	EPB41_chr1:29097806-29097935	0.002
1	RNF146_chr6:127282286-127282395	0.001
1	CLSTN1_chr1:9737497-9737554	0.003
1	PRR3_chr6:30561327-30561508	0.000
1	KIF13A_chr6:17771113-17771218	0.004
1	CAP2_chr6:17507640-17507650	0.003
1	PPOX_chr1:161168431-161168576	0.000
1	PPOX_chr1:161168992-161169183	0.001
1	ARHGEF11_chr1:156938417-156938513	0.011
1	HERPUD2_chr7:35673200-35673278	0.003
1	HERPUD2_chr7:35670214-35670328	0.004
1	PDGFA_chr7:500430-500499	0.006
1	OSBPL3_chr7:24863199-24863292	0.025
1	CSF1_chr1:109923165-109923711	0.019
1	IFT22_chr7:101318955-101319032	0.001
1	SUN1_chr7:848417-848615	0.001
1	AKAP9_chr7:92042045-92042186	0.001
1	RNF216P1_chr7:4986566-4986631	0.000
1	COG5_chr7:107283570-107283732	0.000
1	COG5_chr7:107281299-107281399	0.000
1	RBPMS_chr8:30561943-30562149	0.001
1	TACC1_chr8:38823989-38824025	0.000
1	LRRC14_chr8:144518748-144518815	0.002
1	INTS9_chr8:28846746-28846809	0.000
1	TNFRSF10A_chr8:23200504-23200600	0.000
1	SCRIB_chr8:143807551-143807614	0.040
1	DNM1_chr9:128247923-128247935	0.004
1	TBC1D13_chr9:128790734-128790775	0.058
1	CARD19_chr9:93111878-93111938	0.001
1	MRPS15_chr1:36460691-36460776	0.004
1	COL5A1_chr9:134814796-134814904	0.000
1	FNBP1_chr9:129915965-129915980	0.024
1	PLAA_chr9:26917096-26917165	0.003
1	TCF7L2_chr10:113159919-113159992	0.000
1	TCF7L2_chr10:113160618-113160691	0.003
1	MYOF_chr10:93392916-93392955	0.052
1	FGFR2_chr10:121518681-121518829	0.011
1	NCOA4_chr10:46009410-46009551	0.000
1	SLK_chr10:104010815-104010908	0.045
1	OPTN_chr10:13108137-13108289	0.001
1	OPTN_chr10:13108961-13109015	0.000
1	KIAA1217_chr10:24542692-24542770	0.005
1	ZDHHC16_chr10:97453798-97453846	0.001
1	ARNT_chr1:150842423-150842468	0.001
1	RAB18_chr10:27531528-27531615	0.001
1	ATP5C1_chr10:7806973-7807010	0.001
1	SLC37A2_chr11:125086203-125086260	0.000
1	PICALM_chr11:85978069-85978093	0.000
1	PICALM_chr11:85976622-85976682	0.000
1	PPFIA1_chr11:70382087-70382158	0.000
1	NAV2_chr11:20051288-20051333	0.002
1	ARHGAP1_chr11:46682050-46682182	0.000
1	CTNND1_chr11:57789036-57789155	0.042
1	CTNND1_chr11:57791493-57791673	0.022
1	YAP1_chr11:102209516-102209564	0.006
1	MARK2_chr11:63890221-63890295	0.001
1	APLP2_chr11:130123611-130123779	0.003
1	SLC37A4_chr11:119028734-119028834	0.000
1	S100A4_chr1:153545469-153545518	0.002
2	CD44_chr11:35196745-35196874	0.007
2	CD44_chr11:35198120-35198246	0.009
2	CD44_chr11:35201670-35201787	0.004
2	CD44_chr11:35204511-35204640	0.007
2	CD44_chr11:35206111-35206243	0.006
2	CD44_chr11:35209964-35210054	0.015
2	ARL14EP_chr11:30330885-30331374	0.002
2	PRRG4_chr11:32840106-32840239	0.000
2	C11orf52_chr11:111925652-111925714	0.001
2	SAC3D1_chr11:65043024-65043164	0.000
2	CLIP1_chr12:122351110-122351143	0.000
2	CLIP1_chr12:122347374-122347479	0.006
2	GNS_chr12:64756666-64756762	0.000
2	ERBB3_chr12:56098499-56098575	0.000
2	HNRNPA1_chr12:54282799-54282874	0.000
2	RALGPS2_chr1:178892229-178892307	0.011
2	YBX3_chr12:10709907-10710114	0.003
2	FBRSL1_chr12:132527952-132527988	0.001
2	KRT7_chr12:52245411-52245632	0.000
2	CAB39L_chr13:49401132-49401270	0.001
2	TMEM120B_chr12:121743628-121743747	0.000
2	NHLRC3_chr13:39042104-39042305	0.000
2	POMT2_chr14:77302834-77302943	0.001
2	POMT2_chr14:77298688-77298771	0.000
2	INF2_chr14:104715283-104715340	0.001
2	VPS39_chr15:42192065-42192098	0.005
2	CYFIP1_chr15:22872824-22872972	0.000
2	MYO9A_chr15:71951776-71951896	0.001
2	MYO9A_chr15:71892964-71893177	0.000
2	PRC1_chr15:90969078-90969120	0.001
2	ZWILCH_chr15:66508840-66508892	0.000
2	DTWD1_chr15:49631000-49631058	0.002
2	TMED3_chr15:79314540-79314655	0.000
2	PDE8A_chr15:85091043-85091181	0.000
2	SPG11_chr15:44598630-44598836	0.001
2	BNIP2_chr15:59668102-59668138	0.006
2	SEC11A_chr15:84714730-84714866	0.000
2	EMC8_chr16:85780378-85780473	0.001
2	ENSG00000283332_chr16:67544955-67545117	0.003
2	TSC2_chr16:2077597-2077726	0.018
2	UBN1_chr16:4877384-4877474	0.000
2	NFATC3_chr16:68121986-68123121	0.000
2	SLC50A1_chr1:155136827-155136951	0.001
2	FAM65A_chr16:67544955-67545117	0.002
2	ARHGAP17_chr16:24939363-24939597	0.002
2	MACF1_chr1:39480919-39481030	0.001
2	PFAS_chr17:8265287-8265468	0.003
2	ARL16_chr17:81683012-81683126	0.001
2	NF1_chr17:31252937-31253000	0.002
2	PCYT2_chr17:81907203-81907257	0.006
2	TRIM37_chr17:59001597-59001714	0.003
2	MPDU1_chr17:7586691-7586777	0.001
2	NRDC_chr1:51819799-51819873	0.000
2	PLOD1_chr1:11957841-11957943	0.000
2	FOXK2_chr17:82595781-82596191	0.000
2	TUFT1_chr1:151562090-151562165	0.001
2	CCDC57_chr17:82179026-82179189	0.000
2	MFSD2A_chr1:39966600-39966691	0.009
2	MFSD2A_chr1:39966810-39966932	0.004
2	MFSD2A_chr1:39967085-39967169	0.006
2	MXRA7_chr17:76683846-76683927	0.001
2	SPAG9_chr17:50975862-50975901	0.009
2	ACSF2_chr17:50461241-50461355	0.005
2	G6PC3_chr17:44074968-44075087	0.002
2	TXNL4A_chr18:79976717-79976787	0.000
2	INO80C_chr18:35480452-35480563	0.000
2	INO80C_chr18:35479299-35479411	0.000
2	TYMS_chr18:669071-669173	0.000
2	EVI5L_chr19:7857091-7857124	0.004
2	LBR_chr1:225410290-225410416	0.001
2	TEAD2_chr19:49357251-49357314	0.000
2	MKNK2_chr19:2046185-2046283	0.000
2	ADGRL1_chr19:14164620-14164705	0.001
2	DNM2_chr19:10796060-10796199	0.012
2	DNM2_chr19:10808568-10808580	0.017
2	BORCS8-MEF2B_chr19:19180685-19180761	0.002
2	MYO9B_chr19:17180926-17181040	0.023
2	EPN1_chr19:55677549-55677734	0.001
2	ENSG00000268362_chr19:24048936-24049014	0.005
2	GPI_chr19:34399206-34399335	0.001
2	LSR_chr19:35262545-35262692	0.001
2	CARM1_chr19:10921374-10921443	0.022
2	TRIP10_chr19:6746028-6746196	0.003
2	POP4_chr19:29608656-29608709	0.000
2	SPINT2_chr19:38283626-38283797	0.000
2	GYS1_chr19:48982719-48982837	0.000
2	RALY_chr20:34077027-34077245	0.006
2	LSM14B_chr20:62130218-62130296	0.007
2	DNMT3B_chr20:32805337-32805407	0.002
2	DNMT3B_chr20:32806208-32806327	0.001
2	CDS2_chr20:5185757-5185826	0.005
2	TCEA2_chr20:64068046-64068134	0.001
2	CDC45_chr22:19507765-19507864	0.001
2	ADARB1_chr21:45118563-45118619	0.000
2	AP1B1_chr22:29329711-29329720	0.009
2	USP18_chr22:18173149-18173281	0.001
2	LAS1L_chrX:65533609-65533735	0.005
2	ZFX_chrX:24151690-24151800	0.000
2	ARMCX5-GPRASP2_chrX:102601463-102601509	0.000
2	CD99L2_chrX:150828305-150829604	0.009
2	ACOT9_chrX:23734340-23734367	0.007
2	ATRX_chrX:77717130-77717243	0.000
2	CASK_chrX:41555599-41555635	0.000
2	ATP11C_chrX:139731650-139731755	0.001
2	ATG9A_chr2:219213007-219213065	0.002
2	ABCB6_chr2:219213007-219213065	0.003
2	INPP4A_chr2:98548954-98548969	0.013
2	MYO1B_chr2:191400748-191400835	0.010
2	MYO1B_chr2:191402631-191402718	0.023
2	ITGA6_chr2:172501771-172501901	0.004
2	IFT172_chr2:27445744-27445843	0.001
2	MLPH_chr2:237534563-237534647	0.001
2	SEPT10_chr2:109564365-109564534	0.003
2	DGKD_chr2:233468422-233468553	0.000
2	DTYMK_chr2:241680228-241680319	0.001
2	NPAS2_chr2:100937752-100937842	0.000
2	CCDC88A_chr2:55303068-55303152	0.002
2	KANSL3_chr2:96615491-96615544	0.002
2	RTKN_chr2:74439550-74439977	0.002
2	MBNL1_chr3:152446703-152446757	0.008
2	MBNL1_chr3:152455541-152455577	0.002
2	MAGI1_chr3:65448021-65448057	0.004
2	NBEAL2_chr3:46992474-46992555	0.001
2	TPRA1_chr3:127575184-127575265	0.003
2	FLNB_chr3:58141857-58141896	0.002
2	PLOD2_chr3:146077861-146077924	0.018
2	TBC1D23_chr3:100311832-100311877	0.014
2	CRBN_chr3:3152455-3152587	0.007
2	SLC12A8_chr3:125088309-125088370	0.000
2	CTDSPL_chr3:37957110-37957143	0.001
2	ENAH_chr1:225504990-225505053	0.008
2	RUBCN_chr3:197691073-197691148	0.004
2	GOLGB1_chr3:121719645-121719753	0.000
2	CLCN3_chr4:169717791-169717867	0.000
2	USO1_chr4:75795335-75795356	0.004
2	CCDC50_chr3:191375061-191375589	0.012
2	CGN_chr1:151535599-151535683	0.000
2	FAM13A_chr4:88737471-88737555	0.000
2	RAPGEF2_chr4:159351058-159351181	0.001
2	LIMCH1_chr4:41638931-41638967	0.001
2	LIMCH1_chr4:41670717-41670792	0.001
2	ADD1_chr4:2909338-2909431	0.003
2	SEC31A_chr4:82842184-82842481	0.007
2	GALNT7_chr4:173297794-173297977	0.001
2	GALNT7_chr4:173298114-173298297	0.000
2	WDFY3_chr4:84726860-84726911	0.002
2	FAT1_chr4:186590367-186590403	0.004
2	SMYD2_chr1:214305186-214305250	0.001
2	BRD9_chr5:868606-869119	0.000
2	SH3TC2_chr5:149012583-149012734	0.000
2	ANXA6_chr5:151110626-151110644	0.025
2	SLC22A5_chr5:132390775-132390904	0.001
