name	TCGA.A1.A0SK	TCGA.A1.A0SO	TCGA.A1.A0SP	TCGA.A2.A04P	TCGA.A2.A04Q	TCGA.A2.A04T	TCGA.A2.A04U	TCGA.A2.A0CM	TCGA.A2.A0D0	TCGA.A2.A0D2	TCGA.A2.A0ST	TCGA.A2.A0SX	TCGA.A2.A0T0	TCGA.A2.A0T2	TCGA.A2.A0YE	TCGA.A2.A0YJ	TCGA.A2.A0YM	TCGA.A2.A1G1	TCGA.A2.A25F	TCGA.A2.A3XS	TCGA.A2.A3XT	TCGA.A2.A3XU	TCGA.A2.A3XX	TCGA.A2.A3XY	TCGA.A2.A3Y0	TCGA.A2.A4RX	TCGA.A2.A4S1	TCGA.A7.A0CE	TCGA.A7.A0DA	TCGA.A7.A26F	TCGA.A7.A26G	TCGA.A7.A26I	TCGA.A7.A4SD	TCGA.A7.A4SE	TCGA.A7.A5ZV	TCGA.A7.A6VV	TCGA.A7.A6VW	TCGA.A7.A6VY	TCGA.A8.A07C	TCGA.A8.A07O	TCGA.A8.A07R	TCGA.A8.A07U	TCGA.A8.A08R	TCGA.AC.A2BK	TCGA.AC.A2QH	TCGA.AC.A2QJ	TCGA.AC.A62X	TCGA.AC.A6IW	TCGA.AC.A7VC	TCGA.AC.A8OQ	TCGA.AN.A04D	TCGA.AN.A0AL	TCGA.AN.A0AR	TCGA.AN.A0AT	TCGA.AN.A0FJ	TCGA.AN.A0FL	TCGA.AN.A0FX	TCGA.AN.A0G0	TCGA.AN.A0XU	TCGA.AO.A0J4	TCGA.AO.A0J6	TCGA.AO.A0JL	TCGA.AO.A124	TCGA.AO.A128	TCGA.AO.A129	TCGA.AO.A12F	TCGA.AO.A1KR	TCGA.AQ.A04J	TCGA.AQ.A54N	TCGA.AR.A0TP	TCGA.AR.A0TS	TCGA.AR.A0TU	TCGA.AR.A0U0	TCGA.AR.A0U4	TCGA.AR.A1AH	TCGA.AR.A1AI	TCGA.AR.A1AJ	TCGA.AR.A1AQ	TCGA.AR.A1AR	TCGA.AR.A1AY	TCGA.AR.A24Q	TCGA.AR.A251	TCGA.AR.A256	TCGA.AR.A2LR	TCGA.AR.A5QQ	TCGA.B6.A0I1	TCGA.B6.A0I2	TCGA.B6.A0I6	TCGA.B6.A0IJ	TCGA.B6.A0IQ	TCGA.B6.A0RE	TCGA.B6.A0RT	TCGA.B6.A0RU	TCGA.B6.A0WX	TCGA.B6.A0X1	TCGA.B6.A1KF	TCGA.B6.A3ZX	TCGA.B6.A400	TCGA.B6.A402	TCGA.B6.A409	TCGA.BH.A0AV	TCGA.BH.A0B3	TCGA.BH.A0B9	TCGA.BH.A0BG	TCGA.BH.A0BL	TCGA.BH.A0BW	TCGA.BH.A0DL	TCGA.BH.A0E0	TCGA.BH.A0E6	TCGA.BH.A0RX	TCGA.BH.A0WA	TCGA.BH.A18G	TCGA.BH.A18Q	TCGA.BH.A18T	TCGA.BH.A18V	TCGA.BH.A1F0	TCGA.BH.A1F6	TCGA.BH.A1FC	TCGA.BH.A5IZ	TCGA.C8.A12K	TCGA.C8.A12V	TCGA.C8.A131	TCGA.C8.A134	TCGA.C8.A1HJ	TCGA.C8.A27B	TCGA.D8.A142	TCGA.D8.A143	TCGA.D8.A147	TCGA.D8.A1JK	TCGA.D8.A1JL	TCGA.D8.A1JM	TCGA.D8.A1XK	TCGA.D8.A1XQ	TCGA.D8.A27F	TCGA.D8.A27H	TCGA.D8.A27M	TCGA.E2.A14N	TCGA.E2.A14R	TCGA.E2.A14X	TCGA.E2.A14Y	TCGA.E2.A150	TCGA.E2.A158	TCGA.E2.A159	TCGA.E2.A1AZ	TCGA.E2.A1B6	TCGA.E2.A1II	TCGA.E2.A1LG	TCGA.E2.A1LH	TCGA.E2.A1LI	TCGA.E2.A1LK	TCGA.E2.A1LL	TCGA.E2.A1LS	TCGA.E2.A573	TCGA.E2.A574	TCGA.E9.A1N8	TCGA.E9.A1N9	TCGA.E9.A1NC	TCGA.E9.A1ND	TCGA.E9.A22G	TCGA.E9.A243	TCGA.E9.A244	TCGA.E9.A3QA	TCGA.E9.A5FL	TCGA.EW.A1OW	TCGA.EW.A1P4	TCGA.EW.A1P8	TCGA.EW.A1PB	TCGA.EW.A1PH	TCGA.EW.A3U0	TCGA.EW.A6SB	TCGA.GI.A2C9	TCGA.GM.A2DF	TCGA.GM.A3XL	TCGA.HN.A2NL	TCGA.LL.A5YP	TCGA.LL.A6FR	TCGA.LL.A73Y	TCGA.LL.A8F5	TCGA.OL.A5D7	TCGA.OL.A5RW	TCGA.OL.A5S0	TCGA.OL.A66I	TCGA.OL.A6VO	TCGA.PL.A8LV	TCGA.PL.A8LZ	TCGA.S3.AA0Z	TCGA.S3.AA10	TCGA.S3.AA15
ENSG00000104219|ZDHHC2|protein_coding	6.87011	5.14444	26.4264	0.80901	2.84741	3.8344400000000003	10.041	3.3140300000000003	7.8652	1.55213	3.80562	15.1432	1.28027	0.588757	14.7953	0.892227	8.41201	26.991	17.1501	1.45433	1.60286	3.5302800000000003	3.98865	2.8843	5.2551	10.9602	4.4093800000000005	3.71906	8.91907	1.1694	8.29998	1.7376200000000002	5.59552	11.6707	0.9078629999999999	3.9257199999999997	9.30152	1.18766	12.4872	8.043989999999999	2.2258299999999998	2.04852	2.52656	3.6204699999999996	1.8035700000000001	2.05477	1.1134899999999999	12.1014	2.94234	2.98438	1.6185200000000002	18.14	0.8493639999999999	13.1771	35.3941	0.794558	4.35358	1.4063	5.74667	2.6453900000000004	6.2434	0.559272	0.40821399999999997	4.55472	2.42098	3.66395	0.482459	3.9928199999999996	6.35125	11.2183	10.2587	6.53814	1.76653	3.19782	0.95149	1.8650799999999998	4.35421	2.60848	13.8691	14.5176	12.5816	2.78211	18.1143	7.5614	2.78927	0.281965	0.905401	14.6202	4.165	0.622728	10.3029	10.2591	7.217280000000001	2.6524	38.3839	0.720708	5.72389	15.0959	4.04281	1.04881	9.54146	3.9289699999999996	13.6607	23.2151	5.546530000000001	3.1647	17.766	13.7191	1.1695	3.44955	7.775710000000001	4.584890000000001	7.0843	1.06843	12.9027	7.1425399999999994	12.5409	6.07164	21.2372	15.3196	4.0648800000000005	1.06017	1.43629	1.27554	3.52946	3.60605	1.08653	2.29961	2.03729	16.7051	20.2238	28.1299	2.59564	1.65097	9.61389	14.6263	1.40504	0.835043	2.32611	14.7462	2.01803	16.7317	3.8622400000000003	12.285	3.6181699999999997	16.3812	15.2392	1.24023	0.908592	0.375234	2.95471	0.407457	1.7049400000000001	7.61885	8.638069999999999	4.27482	4.78319	9.07202	0.50984	8.13701	3.34564	3.7707699999999997	2.7826299999999997	1.9957900000000002	15.5414	4.60982	10.4229	3.8252900000000003	5.24988	0.924899	13.1949	2.5	5.33079	14.4706	3.04515	0.8067449999999999	10.7295	2.5125599999999997	2.98848	5.72621	2.2465599999999997	14.7081	16.9581	9.72508	3.16862	12.2942	2.32229	9.11667
ENSG00000104375|STK3|protein_coding	10.2744	12.7775	6.92485	2.40825	9.17137	7.57143	4.556019999999999	10.0412	8.80892	8.474910000000001	3.37238	8.89145	9.25488	5.68277	6.31703	14.2671	16.0105	11.4942	6.695069999999999	8.57278	6.852310000000001	5.8948599999999995	13.2619	13.2931	6.33933	11.3382	5.66804	7.887580000000001	18.2374	3.45327	7.76065	2.75618	6.54951	13.783	7.729889999999999	8.680480000000001	4.39343	6.56267	16.8279	14.439	9.233260000000001	5.83676	14.3189	14.0008	6.193230000000001	3.6802099999999998	10.3065	5.0293	6.822210000000001	4.61765	8.93642	6.68439	5.0963400000000005	7.03033	9.94108	10.8597	17.2299	12.499	7.7328	10.2356	6.86309	7.377000000000001	7.490939999999999	8.08403	6.956160000000001	13.8174	5.347090000000001	6.77561	5.16669	18.3161	14.814	9.28046	16.6046	7.87995	7.73389	7.52032	8.816889999999999	6.75587	11.7768	14.8369	14.38	20.27	9.25398	10.4759	5.93691	8.44185	3.2875400000000004	12.53	9.0271	7.2287	9.11924	8.15214	14.931	10.6999	5.31685	23.6463	2.4031	13.2991	12.44	20.524	17.7631	14.3361	6.3082400000000005	10.0213	12.2031	15.0278	7.41812	7.94285	5.10492	5.36477	15.37	5.056430000000001	19.6789	8.7311	20.4363	12.8687	8.82141	14.4045	6.81301	11.498	5.67026	10.5258	14.9933	10.4978	18.2154	15.6741	6.95003	15.751	5.74226	21.0312	10.9726	14.0631	17.359	20.1649	20.2474	20.9135	11.8082	9.17508	13.0471	20.5835	19.854	10.635	9.52351	15.6385	4.3926099999999995	5.9859800000000005	5.5372	5.46279	12.6503	21.2404	6.71018	4.2309	5.91004	6.67152	3.96233	16.6078	4.889819999999999	4.17517	9.18118	6.59784	10.9232	13.7799	3.17308	10.1395	6.42962	6.87966	8.454239999999999	23.0675	5.37517	2.3043	11.0461	4.75598	5.13304	6.119	10.7823	4.31899	14.5595	4.84778	3.8262400000000003	1.73639	7.0143	7.8495	11.8716	8.65475	5.70585	13.2484	10.5571	1.8399
ENSG00000104413|ESRP1|protein_coding	189.59799999999998	132.36700000000002	82.2549	31.6869	61.2162	83.5492	80.0991	105.60799999999999	77.4285	157.24	30.8118	86.9759	149.46200000000002	76.6146	101.662	189.989	172.145	166.567	72.5712	136.995	71.5257	94.2583	113.81700000000001	98.7901	129.977	105.072	0.0898484	70.3459	210.868	23.5731	94.7493	33.3779	74.4553	108.02799999999999	98.6038	102.605	52.1273	75.1004	280.215	215.03900000000002	147.94799999999998	67.0621	175.928	115.072	1.60312	2.9427	156.27700000000002	79.881	0.274579	40.2499	154.806	39.6655	61.1368	98.4778	104.16799999999999	91.4982	114.73100000000001	156.10399999999998	103.08	157.469	97.4497	59.6964	69.3159	141.707	71.138	85.0405	76.36399999999999	81.2387	100.14399999999999	149.672	131.846	130.355	178.278	95.5859	149.64	116.70200000000001	77.8695	68.5927	107.499	226.81	184.817	413.286	230.763	119.012	43.9712	133.766	39.7404	133.143	95.9079	90.214	117.469	55.4343	89.2524	102.985	77.1686	240.74900000000002	32.681	130.007	145.912	79.4378	115.57	95.204	95.28399999999999	97.4259	84.463	107.134	133.74	93.2727	40.7664	65.7473	241.597	52.0011	231.31099999999998	164.49	104.931	64.1642	99.1024	125.314	84.7173	145.785	81.2313	91.2584	207.199	136.731	140.458	100.76799999999999	80.8126	160.789	49.2655	181.0	160.36	172.207	167.981	235.547	90.1054	138.953	130.246	109.694	194.61599999999999	201.657	128.237	193.34099999999998	109.086	127.867	62.3354	98.9164	121.992	64.8592	189.513	223.392	87.3911	49.7983	78.6334	52.138999999999996	86.5167	175.623	55.8332	55.1656	194.65200000000002	60.4969	108.631	84.6731	43.7139	139.31799999999998	45.5748	90.9684	67.8127	198.50599999999997	66.1082	39.8048	118.50200000000001	45.7622	98.2054	72.906	93.1959	54.9413	131.899	52.1821	73.1886	48.4072	80.8131	62.098	159.602	55.3789	48.9745	87.8233	103.89	12.7714
ENSG00000104643|MTMR9|protein_coding	2.9148	1.65658	1.85621	1.0464799999999999	2.28792	1.89395	1.11837	8.61433	1.82677	3.68764	3.12558	4.54684	5.10686	3.5189800000000004	3.93969	3.6494800000000005	5.546119999999999	6.20983	6.08018	2.63958	2.91725	1.63147	2.65382	3.40947	2.12547	13.4708	4.94031	2.75975	5.07429	3.09587	5.72086	6.744260000000001	1.85965	6.3461300000000005	1.2752299999999999	5.59575	1.8656599999999999	2.54778	6.799460000000001	3.4561800000000003	7.40333	2.4988	5.30014	7.069780000000001	2.029	1.33057	2.76694	3.44285	5.63213	3.78007	1.6726900000000002	3.64325	2.33277	3.13706	3.16309	1.6650200000000002	4.76995	4.585319999999999	6.00064	2.8033900000000003	2.28491	2.03513	1.87808	3.90518	2.01595	6.42227	1.56732	4.3415099999999995	2.63633	1.8656400000000002	5.3783199999999995	5.72726	4.00049	9.25147	11.0254	1.03804	4.13959	3.79026	9.26256	8.02816	2.78437	11.8042	7.56118	5.23113	3.08585	2.21185	0.6926260000000001	4.85222	1.01054	2.74875	3.9367900000000002	6.01285	5.0185	4.39471	6.74472	4.748130000000001	4.31071	4.979019999999999	2.99118	2.2446	6.36362	3.26925	1.63509	4.09172	8.59114	6.1893400000000005	2.25197	2.65672	1.7632299999999999	2.53918	3.39704	3.00676	5.64286	4.6811300000000005	3.18988	6.262169999999999	5.09965	2.77949	4.89307	3.9453699999999996	4.60789	2.26411	3.78385	4.7602	2.38797	4.20144	2.63517	5.73145	2.25735	7.94048	2.09136	14.3371	4.49193	5.10034	3.96547	5.17595	1.49116	2.04334	2.67524	2.70385	4.4581800000000005	2.29237	8.10483	7.11305	4.49231	3.12534	1.94908	1.44876	2.3649400000000003	3.1470599999999997	4.4961400000000005	1.59095	3.02117	1.9269900000000002	1.5493700000000001	5.01275	1.47434	3.08026	2.1914700000000003	3.27484	3.6811300000000005	1.9545700000000001	4.65235	7.9177100000000005	5.56335	2.34225	2.89035	2.9565900000000003	2.95337	0.314052	4.00559	1.33843	1.7157	5.82616	3.5008	1.58612	7.036569999999999	1.22003	1.53308	1.77442	1.67661	4.29633	6.30689	3.4222599999999996	5.97508	10.147	4.26318	2.01779
ENSG00000104660|LEPROTL1|protein_coding	16.4772	25.8115	26.1748	10.81	22.3696	18.666	17.5796	47.1291	32.4785	25.8399	26.4057	28.947	20.6317	35.2929	32.1756	19.3689	30.2163	64.1259	53.5303	22.7479	19.499000000000002	22.840999999999998	18.3129	20.6873	18.9763	38.7999	38.9373	31.4627	32.0605	10.2388	23.8882	9.31903	27.8042	26.1686	11.7368	26.1359	28.5501	16.0898	33.4296	19.6533	15.3781	17.0258	35.4101	55.1079	3.969	12.0009	49.1612	37.6098	21.9436	16.333	31.994	24.9961	17.9722	19.2286	46.0365	9.54608	22.4957	38.5018	21.7488	18.6133	20.1029	13.3607	13.3929	33.9847	19.9881	37.5575	12.5227	26.6203	29.37	13.5287	27.5701	64.1326	30.8495	37.7838	50.1421	36.9892	24.0724	40.508	36.6864	36.1619	28.2188	38.4951	32.2632	17.8966	23.979	13.8997	10.3379	26.6956	13.8408	25.5032	38.6457	41.9965	25.1552	23.7879	49.3064	37.6628	36.7134	33.7516	16.7695	19.7805	25.4795	25.0324	40.5088	30.9957	33.2843	57.8742	24.6123	24.1973	24.6296	24.5625	19.8299	32.1601	36.5315	25.6816	28.1451	27.8799	31.2403	14.7665	33.9053	41.5274	39.5435	16.4212	26.3447	23.7691	20.5946	20.0172	14.2659	49.8008	15.8922	56.6982	41.1854	78.3628	27.8571	26.2342	17.1472	40.4338	18.7759	26.2815	14.36	20.1506	27.3649	30.8736	36.318000000000005	62.8992	44.044	27.2311	83.0074	11.9442	20.9912	17.9477	28.0458	19.9868	24.2645	10.4912	22.6991	16.7424	23.5303	21.2469	38.1181	32.7726	36.4877	24.877	7.78182	38.8806	19.6787	24.5332	42.9945	14.7467	22.910999999999998	8.86159	32.6329	14.4119	16.4568	28.2194	25.1299	15.1281	29.6936	10.5237	17.9981	16.6962	20.2097	43.8333	39.262	25.5119	32.8926	43.4043	37.0207	13.6456
ENSG00000104691|UBXN8|protein_coding	1.55618	3.9748099999999997	2.35696	3.3541800000000004	3.65436	2.19441	3.70531	9.42711	11.1104	3.34591	3.15475	7.04625	10.0843	6.70485	2.10699	4.232530000000001	7.03362	6.12016	8.226239999999999	4.58111	8.30016	8.969	3.24668	4.1817400000000005	2.68262	7.35428	21.6585	7.97633	7.41898	3.5736199999999996	11.9578	4.56583	3.18142	5.79141	1.58372	10.7618	6.22502	3.6740199999999996	8.382639999999999	6.64917	4.05227	3.40907	4.72805	16.8221	2.32157	5.88013	5.70094	6.9408199999999995	19.9991	5.82885	6.309740000000001	6.593310000000001	0.7232390000000001	3.98381	4.05457	2.21395	5.08539	16.3353	4.1352199999999995	2.51632	2.66012	3.3962	4.38267	5.78948	1.8642	5.31121	1.43939	4.56149	2.32743	3.89696	4.7308	6.885560000000001	9.473139999999999	6.16729	7.11488	5.60358	5.5338	5.5742	11.0931	4.376119999999999	4.26221	22.3325	7.34363	4.01576	5.32824	5.968369999999999	0.936917	3.41575	1.5817700000000001	4.312869999999999	4.358630000000001	7.07615	8.79032	5.51887	7.627460000000001	8.71843	5.1039699999999995	4.273630000000001	6.02221	5.4004	5.25913	3.3063300000000004	3.3732300000000004	3.3831300000000004	5.34932	9.04982	2.7284	5.772819999999999	5.47433	6.08443	5.2057199999999995	12.3687	12.8454	4.7362400000000004	2.79106	5.20266	8.59577	3.6368400000000003	4.21098	7.02929	6.274830000000001	4.41021	3.72496	6.59409	5.52837	5.71556	2.8536799999999998	6.884930000000001	4.6771	10.241	1.70813	22.6461	5.53291	7.477460000000001	4.541980000000001	4.76865	2.33683	5.07661	3.2936300000000003	3.1045	5.75381	7.8816	15.3193	9.24802	4.679530000000001	3.25677	1.39031	1.95128	6.28379	4.59202	7.09987	7.574960000000001	3.9738800000000003	3.58606	2.47073	4.92456	6.10746	1.70858	8.5725	5.6271	3.18498	3.1113	3.16948	8.12875	5.6155800000000005	3.2857300000000005	7.6074	4.505240000000001	4.27374	0.599173	4.43002	3.6562699999999997	2.48749	12.4741	4.32685	4.46965	5.78546	2.58859	2.4447200000000002	6.71278	4.3424	9.0668	6.98315	5.16918	6.785260000000001	5.92019	4.37136	2.9735
ENSG00000104728|ARHGEF10|protein_coding	3.82133	4.3116	7.0647199999999994	1.62742	2.72123	4.477609999999999	10.0923	12.0444	2.42968	6.270569999999999	3.24912	4.2044	6.55961	6.656619999999999	12.0548	8.108939999999999	16.0972	12.2387	6.5751800000000005	6.85962	13.9505	1.84296	6.331930000000001	5.19144	2.01168	21.3775	8.1295	5.0387900000000005	12.0034	6.33632	5.26502	10.5947	9.07775	10.2873	13.9115	12.8369	6.486000000000001	5.14307	9.04718	4.7346	10.9898	3.2601400000000003	8.990160000000001	15.6268	9.70381	1.8494400000000002	8.28208	8.05911	4.58115	9.56441	4.83976	4.694	3.3587	0.6273529999999999	15.8287	2.61922	11.4328	10.2748	10.4348	7.51394	5.4661	5.19295	5.38933	8.06908	4.72191	14.915	3.49347	9.970139999999999	3.3665300000000005	8.4164	9.9818	15.683	5.72478	28.2436	8.942739999999999	9.63216	5.58235	3.9713	12.484000000000002	24.1298	10.335	22.491999999999997	11.7222	6.53066	2.49228	0.247547	1.38588	15.6518	3.60923	1.79961	6.589460000000001	6.18506	8.74605	6.25441	19.2895	5.37518	7.944789999999999	10.5771	6.14455	3.30415	4.6070400000000005	6.83265	8.06011	9.35045	9.71602	13.1091	0.77813	0.780419	3.43336	2.6552700000000002	10.8744	8.77515	14.8706	10.4885	8.88407	9.76929	4.13237	3.0028799999999998	9.24697	12.4441	12.7232	3.03245	11.1363	4.24298	3.02425	4.86043	2.6631099999999996	16.1809	1.53159	11.943	6.495419999999999	20.6266	8.40472	11.5777	11.9995	12.9153	3.1080799999999997	11.5124	14.5285	2.23912	13.0537	8.2006	7.24707	14.3172	4.76889	3.12405	1.23205	5.2388900000000005	6.50472	6.6254	4.0580300000000005	5.772880000000001	5.20591	1.6858400000000002	7.83655	3.67576	3.42147	4.0457	6.006	3.42004	4.63259	8.79933	2.99543	13.2094	6.08708	5.42671	5.006869999999999	4.41179	7.9145	0.7399680000000001	10.8154	3.9968800000000004	3.52907	14.5223	7.69473	3.00621	14.1826	0.525619	3.29854	3.9453400000000003	3.45497	6.128819999999999	12.7992	7.74693	4.91359	4.90661	6.52073	2.80023
ENSG00000104808|DHDH|protein_coding	1.8013299999999999	1.9224	6.016380000000001	0.8902540000000001	0.893199	4.0187	6.17016	2.79317	1.02311	0.426004	0.724482	3.2840300000000004	2.03729	1.90264	1.3461299999999998	4.0064	5.0766	1.05558	2.5383400000000003	13.7287	30.6532	1.6609	4.963480000000001	6.26353	2.31851	9.69515	0.8914190000000001	0.30043400000000003	0.8475360000000001	0.194745	0.288409	0.169156	10.1547	2.20103	3.25956	2.88556	10.8805	3.22465	1.1648100000000001	4.30756	2.91091	0.20351	1.9472099999999999	0.691218	0.45443100000000003	1.8932400000000003	0.165177	4.96667	0.40378400000000003	2.71968	1.67325	1.45866	1.13281	8.9279	7.3144100000000005	1.36135	1.1165399999999999	0.8904209999999999	4.97611	12.7282	1.44828	1.0987	8.45383	13.3623	1.31764	2.07065	0.802942	1.1694799999999999	5.01711	1.7226700000000001	5.56796	1.3814899999999999	8.11411	5.96396	0.15861199999999998	0.695812	2.80555	4.05834	0.68372	1.1635	1.7362400000000002	10.1091	2.54104	2.26885	2.62268	6.163469999999999	0.42024300000000003	3.65657	6.3893699999999995	0.419074	4.67396	5.107559999999999	7.24827	3.23067	17.0897	0.760645	1.14172	1.51068	11.7041	12.8724	24.2271	6.1028	1.7972700000000001	1.3282	1.0074299999999998	1.4445700000000001	1.24465	0.7311380000000001	2.32254	0.505267	1.47925	1.39056	2.53633	2.89339	1.38405	2.94489	6.627089999999999	9.16563	2.23045	11.2299	4.83791	2.30004	4.0799	3.03821	1.7957	0.0786015	4.76213	11.5489	3.65884	3.3869599999999997	0.8465540000000001	1.68219	3.20339	0.878085	5.1949	3.48233	1.4384299999999999	6.71085	5.22518	0.384087	15.4414	2.044	4.94839	2.9923900000000003	2.05745	1.44136	2.56127	2.74122	2.16649	19.1874	0.798937	0.06606010000000001	0.9270450000000001	1.3507200000000001	2.14515	2.57039	3.85146	4.66672	1.93419	0.5044890000000001	2.83355	3.00267	1.40265	2.03076	1.69911	1.28027	1.6470599999999997	1.7064099999999998	1.30017	0.84255	21.4588	4.20024	6.4293	1.93308	2.12575	22.1691	1.5611700000000002	2.58697	13.142999999999999	30.689	15.1019	10.0551	56.0094	2.4601599999999997	0.83452	6.6568	7.34753	0.171507
ENSG00000105141|CASP14|protein_coding	0.8949090000000001	NA	0.00592292	0.169975	0.900536	0.09515239999999998	2.30091	0.03386	142.235	0.0921811	17.1223	0.9834430000000001	2.4550400000000003	158.737	0.273271	29.4987	NA	288.817	0.00876711	0.309551	0.00975355	10.1338	0.138551	0.126804	1369.23	8.900139999999999	0.0	75.6956	4.431080000000001	455.519	0.00891535	0.941218	8.79848	3.4869800000000004	1.02736	3.19276	208.40099999999998	164.34799999999998	0.0	1.2854700000000001	0.374085	595.106	0.146688	0.099713	0.0127704	17.5239	6.69613	0.0	0.124819	0.240204	0.06866010000000002	0.148399	1.25063	0.0	4.03758	NA	3.40982	0.0330299	7.30345	NA	148.529	0.591932	0.0664389	0.570106	18.2862	0.32784800000000003	7.05163	7.07401	4.55264	1.1727299999999998	0.013088800000000001	0.9371379999999999	50.9046	0.013506200000000001	0.183864	0.204336	210.155	22.7971	9.95875	94.3807	0.214684	0.0581566	0.122733	0.019482	152.17700000000002	21.5792	45.6122	1.58246	109.464	3.40996	18.8502	2.98621	3.6928400000000003	0.0726306	33.5263	14.6085	0.0103803	0.05771709999999999	0.027788	0.0161919	0.0122672	740.301	4.40731	NA	16.8166	0.266363	506.485	1233.98	0.04692469999999999	0.6693819999999999	NA	0.43713900000000006	0.068177	15.5849	0.05611030000000001	0.0472022	1.17285	0.064231	0.0459654	0.020271	0.0	158.424	0.5843510000000001	0.10866500000000001	0.0329291	6.1067599999999995	6.95772	0.313683	169.675	5.39305	37.7407	1.77479	0.0287026	5.4564	0.10963699999999998	0.022662400000000003	0.5971029999999999	0.14668	0.00304758	383.64	53.1637	0.609279	154.23	10.232999999999999	0.181276	0.0	0.446507	0.0122808	0.00864144	0.123384	429.695	0.0787653	0.680604	0.0795307	0.575349	0.10988599999999998	2.26263	829.663	3.67005	0.965116	0.27686900000000003	0.28918499999999997	25.7205	1.06235	0.453905	28.343000000000004	2905.69	2.7663900000000003	0.0229664	0.762749	0.11678499999999999	NA	253.268	0.0331977	0.0	0.015012000000000001	NA	264.943	0.662085	0.0286822	2.37482	0.0734809	0.0	0.0364306	0.016123	301.828	0.0	0.0481969
ENSG00000105289|TJP3|protein_coding	18.5369	25.7109	20.3956	13.1531	10.909	10.7957	26.1982	1.8034400000000002	4.85731	8.20538	19.5324	11.5756	21.737	34.9191	8.69197	22.8041	23.2535	5.7960199999999995	3.52851	49.3972	45.0066	5.65643	23.1413	9.747010000000001	14.7545	8.58131	0.100487	20.8673	9.407689999999999	7.0519300000000005	4.81602	0.27967	17.9873	12.0867	1.5145899999999999	22.8	61.7848	17.1274	5.67935	23.1276	10.9592	5.32742	13.9416	0.349192	0.318743	0.884392	37.9922	11.3558	0.35604600000000003	7.402430000000001	82.1117	16.7187	17.3154	7.43845	19.8562	19.3409	9.617289999999999	18.5492	8.88486	11.2296	14.8337	16.2708	56.2976	92.0365	35.5821	20.281	19.0449	14.8316	16.3148	4.95491	10.6699	6.984360000000001	30.4939	13.0809	5.74189	22.2364	14.7344	2.7932	1.22013	27.3284	1.9220400000000002	36.873000000000005	8.51175	1.55429	1.37626	26.9442	21.6635	19.0396	8.93399	6.48165	16.075	6.20519	7.5145100000000005	28.6329	21.7619	14.2933	7.43485	3.7651800000000004	45.6025	27.3697	4.92626	5.56669	16.1603	13.8795	8.08188	33.7721	7.06044	9.37457	8.72974	3.92326	9.80818	9.891119999999999	46.1804	31.0055	8.8343	17.7563	33.6996	14.7975	21.2655	12.5133	7.37257	37.5992	21.7802	1.51525	34.5447	18.3813	10.945	8.92121	10.7169	6.81497	22.2541	5.80427	8.89532	5.58483	3.5815699999999997	10.4896	10.3225	51.1146	43.5505	9.842830000000001	3.87951	2.5094	21.551	0.96629	8.55885	2.53514	16.6553	9.84152	5.89669	6.65412	3.78842	4.8810400000000005	66.3322	6.634539999999999	12.2394	21.6779	8.34143	31.3716	17.7918	14.7119	3.3206300000000004	17.0386	5.483219999999999	3.91709	12.572000000000001	9.3135	39.9085	13.239	9.20236	3.10111	14.7046	10.8058	50.923	8.69534	5.92349	28.4297	21.7962	1.07738	42.896	14.9826	11.5852	21.2094	62.56399999999999	6.97392	13.474	33.8201	0.918746	1.4478600000000001
ENSG00000105329|TGFB1|protein_coding	87.1846	56.3724	55.6127	21.9323	48.4449	32.2849	45.4077	67.6058	51.6261	65.962	68.3549	137.046	49.4777	40.1317	84.4674	30.5709	64.6322	43.724	100.554	61.5403	50.1721	12.6725	45.4331	105.486	64.6052	113.705	433.12800000000004	36.9854	72.6746	14.5213	50.3184	21.4434	58.7374	110.74600000000001	60.1176	168.454	47.5482	67.1512	56.0619	34.7349	42.7265	54.4163	51.9731	49.0907	17.6261	209.554	26.6109	101.801	255.747	49.456	39.0732	62.6652	37.3215	26.5738	80.9584	28.2489	84.969	44.138000000000005	50.0	71.4368	35.5376	21.7303	39.3746	100.54	50.3793	46.5351	19.3554	54.4622	13.7508	42.7714	75.3578	33.7707	50.8505	89.984	40.1576	36.36	70.4931	37.3784	57.619	64.0493	64.204	36.408	57.9046	109.694	93.5497	14.4086	39.143	80.0894	43.2642	33.1625	45.1274	94.8836	67.4264	59.2027	62.6848	29.1949	85.4302	154.106	30.773000000000003	34.9216	89.5129	57.9899	45.891000000000005	63.8977	89.4825	64.3108	50.7322	37.6736	29.5757	45.7732	69.956	16.3663	53.3267	33.6441	66.3174	49.6451	43.9701	42.2917	34.9563	68.7752	78.4547	44.8839	64.1716	19.7705	38.7739	73.8377	53.5551	107.811	48.0154	73.4503	40.8387	86.6446	47.31399999999999	44.3011	67.7494	76.2462	19.1127	30.5793	53.0829	31.1164	52.2132	43.6544	50.7948	46.3913	48.8178	71.7799	34.6106	23.3098	40.121	36.4542	39.4862	6.72018	52.0398	10.5934	63.2534	62.3049	53.1427	60.4051	42.9277	36.8909	35.6643	68.8909	45.6096	71.0089	60.8353	66.9191	72.9654	40.1753	84.87100000000001	20.604	55.111000000000004	24.3013	27.1752	33.5047	96.10799999999999	39.3808	119.44	38.6289	56.0578	33.7411	58.9636	105.713	46.2046	30.1872	103.936	55.3251	83.1532	47.3934
